"date","state","y"
2009-04-01,"New Hampshire",581
2009-05-01,"New Hampshire",297
2009-06-01,"New Hampshire",272
2009-07-01,"New Hampshire",229
2009-08-01,"New Hampshire",132
2009-09-01,"New Hampshire",170
2009-10-01,"New Hampshire",373
2009-11-01,"New Hampshire",555
2009-12-01,"New Hampshire",1013
2010-01-01,"New Hampshire",1305
2010-02-01,"New Hampshire",1033
2010-03-01,"New Hampshire",780
2010-04-01,"New Hampshire",464
2010-05-01,"New Hampshire",299
2010-06-01,"New Hampshire",199
2010-07-01,"New Hampshire",159
2010-08-01,"New Hampshire",180
2010-09-01,"New Hampshire",153
2010-10-01,"New Hampshire",338
2010-11-01,"New Hampshire",663
2010-12-01,"New Hampshire",1163
2011-01-01,"New Hampshire",1391
2011-02-01,"New Hampshire",1219
2011-03-01,"New Hampshire",971
2011-04-01,"New Hampshire",594
2011-05-01,"New Hampshire",317
2011-06-01,"New Hampshire",241
2011-07-01,"New Hampshire",160
2011-08-01,"New Hampshire",186
2011-09-01,"New Hampshire",150
2011-10-01,"New Hampshire",267
2011-11-01,"New Hampshire",560
2011-12-01,"New Hampshire",899
2012-01-01,"New Hampshire",1231
2012-02-01,"New Hampshire",995
2012-03-01,"New Hampshire",765
2012-04-01,"New Hampshire",463
2012-05-01,"New Hampshire",287
2012-06-01,"New Hampshire",185
2012-07-01,"New Hampshire",146
2012-08-01,"New Hampshire",144
2012-09-01,"New Hampshire",128
2012-10-01,"New Hampshire",282
2012-11-01,"New Hampshire",750
2012-12-01,"New Hampshire",1046
2013-01-01,"New Hampshire",1146
2013-02-01,"New Hampshire",1201
2013-03-01,"New Hampshire",1024
2013-04-01,"New Hampshire",757
2013-05-01,"New Hampshire",389
2013-06-01,"New Hampshire",226
2013-07-01,"New Hampshire",136
2013-08-01,"New Hampshire",155
2013-09-01,"New Hampshire",184
2013-10-01,"New Hampshire",208
2013-11-01,"New Hampshire",507
2013-12-01,"New Hampshire",1253
2014-01-01,"New Hampshire",1476
2014-02-01,"New Hampshire",1210
2014-03-01,"New Hampshire",1207
2014-04-01,"New Hampshire",535
2014-05-01,"New Hampshire",454
2014-06-01,"New Hampshire",217
2014-07-01,"New Hampshire",142
2014-08-01,"New Hampshire",138
2014-09-01,"New Hampshire",172
2014-10-01,"New Hampshire",338
2014-11-01,"New Hampshire",795
2014-12-01,"New Hampshire",1072
2015-01-01,"New Hampshire",1691
2015-02-01,"New Hampshire",1665
2015-03-01,"New Hampshire",1197
2015-04-01,"New Hampshire",596
2015-05-01,"New Hampshire",244
2015-06-01,"New Hampshire",186
2015-07-01,"New Hampshire",151
2015-08-01,"New Hampshire",146
2015-09-01,"New Hampshire",153
2015-10-01,"New Hampshire",251
2015-11-01,"New Hampshire",680
2015-12-01,"New Hampshire",884
2016-01-01,"New Hampshire",1293
2016-02-01,"New Hampshire",1101
2016-03-01,"New Hampshire",806
2016-04-01,"New Hampshire",606
2016-05-01,"New Hampshire",294
2016-06-01,"New Hampshire",168
2016-07-01,"New Hampshire",130
2016-08-01,"New Hampshire",129
2016-09-01,"New Hampshire",153
2016-10-01,"New Hampshire",231
2016-11-01,"New Hampshire",701
2016-12-01,"New Hampshire",1249
2017-01-01,"New Hampshire",1235
2017-02-01,"New Hampshire",999
2017-03-01,"New Hampshire",1184
2017-04-01,"New Hampshire",478
2017-05-01,"New Hampshire",338
2017-06-01,"New Hampshire",176
2017-07-01,"New Hampshire",137
2017-08-01,"New Hampshire",158
2017-09-01,"New Hampshire",155
2017-10-01,"New Hampshire",257
2017-11-01,"New Hampshire",787
2017-12-01,"New Hampshire",1428
2018-01-01,"New Hampshire",1636
2018-02-01,"New Hampshire",1048
2018-03-01,"New Hampshire",1144
2018-04-01,"New Hampshire",768
2018-05-01,"New Hampshire",239
2018-06-01,"New Hampshire",181
2018-07-01,"New Hampshire",143
2018-08-01,"New Hampshire",156
2018-09-01,"New Hampshire",179
2018-10-01,"New Hampshire",270
2018-11-01,"New Hampshire",1050
2018-12-01,"New Hampshire",1321
2019-01-01,"New Hampshire",1639
2019-02-01,"New Hampshire",1338
2019-03-01,"New Hampshire",1130
2019-04-01,"New Hampshire",610
2019-05-01,"New Hampshire",375
2019-06-01,"New Hampshire",182
2019-07-01,"New Hampshire",150
2019-08-01,"New Hampshire",150
2019-09-01,"New Hampshire",187
2019-10-01,"New Hampshire",253
2019-11-01,"New Hampshire",626
2019-12-01,"New Hampshire",1396
2020-01-01,"New Hampshire",1276
2020-02-01,"New Hampshire",1192
2020-03-01,"New Hampshire",867
2020-04-01,"New Hampshire",646
2020-05-01,"New Hampshire",327
2020-06-01,"New Hampshire",156
2020-07-01,"New Hampshire",160
2020-08-01,"New Hampshire",138
2020-09-01,"New Hampshire",183
2020-10-01,"New Hampshire",221
2020-11-01,"New Hampshire",484
2020-12-01,"New Hampshire",1238
2021-01-01,"New Hampshire",1432
2021-02-01,"New Hampshire",1275
1989-01-01,"New Jersey",31078
1989-02-01,"New Jersey",29095
1989-03-01,"New Jersey",27754
1989-04-01,"New Jersey",17680
1989-05-01,"New Jersey",10547
1989-06-01,"New Jersey",6101
1989-07-01,"New Jersey",5231
1989-08-01,"New Jersey",4778
1989-09-01,"New Jersey",5283
1989-10-01,"New Jersey",8933
1989-11-01,"New Jersey",15715
1989-12-01,"New Jersey",33347
1990-01-01,"New Jersey",32311
1990-02-01,"New Jersey",24403
1990-03-01,"New Jersey",23115
1990-04-01,"New Jersey",17743
1990-05-01,"New Jersey",9578
1990-06-01,"New Jersey",6157
1990-07-01,"New Jersey",5017
1990-08-01,"New Jersey",4515
1990-09-01,"New Jersey",5336
1990-10-01,"New Jersey",6708
1990-11-01,"New Jersey",14180
1990-12-01,"New Jersey",22596
1991-01-01,"New Jersey",30731
1991-02-01,"New Jersey",27476
1991-03-01,"New Jersey",24120
1991-04-01,"New Jersey",16279
1991-05-01,"New Jersey",8515
1991-06-01,"New Jersey",5361
1991-07-01,"New Jersey",4707
1991-08-01,"New Jersey",4563
1991-09-01,"New Jersey",5168
1991-10-01,"New Jersey",8750
1991-11-01,"New Jersey",16235
1991-12-01,"New Jersey",24735
1992-01-01,"New Jersey",31150
1992-02-01,"New Jersey",31006
1992-03-01,"New Jersey",26880
1992-04-01,"New Jersey",20212
1992-05-01,"New Jersey",11680
1992-06-01,"New Jersey",6166
1992-07-01,"New Jersey",5239
1992-08-01,"New Jersey",4918
1992-09-01,"New Jersey",5338
1992-10-01,"New Jersey",10368
1992-11-01,"New Jersey",17953
1992-12-01,"New Jersey",27553
1993-01-01,"New Jersey",29736
1993-02-01,"New Jersey",33593
1993-03-01,"New Jersey",30688
1993-04-01,"New Jersey",19409
1993-05-01,"New Jersey",8489
1993-06-01,"New Jersey",5799
1993-07-01,"New Jersey",4956
1993-08-01,"New Jersey",4483
1993-09-01,"New Jersey",5149
1993-10-01,"New Jersey",9600
1993-11-01,"New Jersey",17162
1993-12-01,"New Jersey",26505
1994-01-01,"New Jersey",43772
1994-02-01,"New Jersey",40563
1994-03-01,"New Jersey",31677
1994-04-01,"New Jersey",18003
1994-05-01,"New Jersey",9046
1994-06-01,"New Jersey",6362
1994-07-01,"New Jersey",5307
1994-08-01,"New Jersey",5278
1994-09-01,"New Jersey",5873
1994-10-01,"New Jersey",9903
1994-11-01,"New Jersey",14676
1994-12-01,"New Jersey",26412
1995-01-01,"New Jersey",30505
1995-02-01,"New Jersey",33594
1995-03-01,"New Jersey",25526
1995-04-01,"New Jersey",17191
1995-05-01,"New Jersey",9274
1995-06-01,"New Jersey",5427
1995-07-01,"New Jersey",4768
1995-08-01,"New Jersey",4378
1995-09-01,"New Jersey",4957
1995-10-01,"New Jersey",7195
1995-11-01,"New Jersey",18422
1995-12-01,"New Jersey",33195
1996-01-01,"New Jersey",41314
1996-02-01,"New Jersey",36979
1996-03-01,"New Jersey",31467
1996-04-01,"New Jersey",20410
1996-05-01,"New Jersey",11915
1996-06-01,"New Jersey",6412
1996-07-01,"New Jersey",5103
1996-08-01,"New Jersey",4715
1996-09-01,"New Jersey",5472
1996-10-01,"New Jersey",9917
1996-11-01,"New Jersey",18933
1996-12-01,"New Jersey",29983
1997-01-01,"New Jersey",36513
1997-02-01,"New Jersey",33410
1997-03-01,"New Jersey",32686
1997-04-01,"New Jersey",20284
1997-05-01,"New Jersey",11505
1997-06-01,"New Jersey",6599
1997-07-01,"New Jersey",5214
1997-08-01,"New Jersey",4726
1997-09-01,"New Jersey",5397
1997-10-01,"New Jersey",9250
1997-11-01,"New Jersey",20208
1997-12-01,"New Jersey",31134
1998-01-01,"New Jersey",32534
1998-02-01,"New Jersey",31571
1998-03-01,"New Jersey",28392
1998-04-01,"New Jersey",18824
1998-05-01,"New Jersey",12559
1998-06-01,"New Jersey",6164
1998-07-01,"New Jersey",5345
1998-08-01,"New Jersey",4945
1998-09-01,"New Jersey",5100
1998-10-01,"New Jersey",8720
1998-11-01,"New Jersey",17413
1998-12-01,"New Jersey",25091
1999-01-01,"New Jersey",40333
1999-02-01,"New Jersey",33726
1999-03-01,"New Jersey",32578
1999-04-01,"New Jersey",19343
1999-05-01,"New Jersey",10520
1999-06-01,"New Jersey",6254
1999-07-01,"New Jersey",5041
1999-08-01,"New Jersey",4800
1999-09-01,"New Jersey",5432
1999-10-01,"New Jersey",10322
1999-11-01,"New Jersey",18160
1999-12-01,"New Jersey",22890
2000-01-01,"New Jersey",38111
2000-02-01,"New Jersey",37885
2000-03-01,"New Jersey",25021
2000-04-01,"New Jersey",17746
2000-05-01,"New Jersey",11043
2000-06-01,"New Jersey",6216
2000-07-01,"New Jersey",4998
2000-08-01,"New Jersey",5115
2000-09-01,"New Jersey",5939
2000-10-01,"New Jersey",10449
2000-11-01,"New Jersey",20021
2000-12-01,"New Jersey",37333
2001-01-01,"New Jersey",43411
2001-02-01,"New Jersey",34488
2001-03-01,"New Jersey",33780
2001-04-01,"New Jersey",21123
2001-05-01,"New Jersey",9488
2001-06-01,"New Jersey",6217
2001-07-01,"New Jersey",5039
2001-08-01,"New Jersey",5003
2001-09-01,"New Jersey",5671
2001-10-01,"New Jersey",9944
2001-11-01,"New Jersey",16307
2001-12-01,"New Jersey",24524
2002-01-01,"New Jersey",34373
2002-02-01,"New Jersey",30291
2002-03-01,"New Jersey",27277
2002-04-01,"New Jersey",17532
2002-05-01,"New Jersey",10513
2002-06-01,"New Jersey",6250
2002-07-01,"New Jersey",4973
2002-08-01,"New Jersey",4993
2002-09-01,"New Jersey",5117
2002-10-01,"New Jersey",10006
2002-11-01,"New Jersey",21927
2002-12-01,"New Jersey",36586
2003-01-01,"New Jersey",45576
2003-02-01,"New Jersey",43553
2003-03-01,"New Jersey",34147
2003-04-01,"New Jersey",22238
2003-05-01,"New Jersey",12159
2003-06-01,"New Jersey",7215
2003-07-01,"New Jersey",5605
2003-08-01,"New Jersey",5114
2003-09-01,"New Jersey",5162
2003-10-01,"New Jersey",10715
2003-11-01,"New Jersey",17750
2003-12-01,"New Jersey",34526
2004-01-01,"New Jersey",46941
2004-02-01,"New Jersey",43089
2004-03-01,"New Jersey",29563
2004-04-01,"New Jersey",20576
2004-05-01,"New Jersey",8867
2004-06-01,"New Jersey",6026
2004-07-01,"New Jersey",5433
2004-08-01,"New Jersey",5428
2004-09-01,"New Jersey",5387
2004-10-01,"New Jersey",9624
2004-11-01,"New Jersey",19039
2004-12-01,"New Jersey",32498
2005-01-01,"New Jersey",41748
2005-02-01,"New Jersey",39591
2005-03-01,"New Jersey",36983
2005-04-01,"New Jersey",18650
2005-05-01,"New Jersey",11646
2005-06-01,"New Jersey",6110
2005-07-01,"New Jersey",5255
2005-08-01,"New Jersey",5182
2005-09-01,"New Jersey",4991
2005-10-01,"New Jersey",7946
2005-11-01,"New Jersey",17217
2005-12-01,"New Jersey",35745
2006-01-01,"New Jersey",34405
2006-02-01,"New Jersey",34106
2006-03-01,"New Jersey",31475
2006-04-01,"New Jersey",16112
2006-05-01,"New Jersey",7601
2006-06-01,"New Jersey",6020
2006-07-01,"New Jersey",5385
2006-08-01,"New Jersey",4566
2006-09-01,"New Jersey",5621
2006-10-01,"New Jersey",9337
2006-11-01,"New Jersey",16732
2006-12-01,"New Jersey",25844
2007-01-01,"New Jersey",35171
2007-02-01,"New Jersey",44605
2007-03-01,"New Jersey",30977
2007-04-01,"New Jersey",19022
2007-05-01,"New Jersey",8036
2007-06-01,"New Jersey",5625
2007-07-01,"New Jersey",5288
2007-08-01,"New Jersey",5240
2007-09-01,"New Jersey",5487
2007-10-01,"New Jersey",8141
2007-11-01,"New Jersey",23620
2007-12-01,"New Jersey",36838
2008-01-01,"New Jersey",38100
2008-02-01,"New Jersey",36824
2008-03-01,"New Jersey",29239
2008-04-01,"New Jersey",13502
2008-05-01,"New Jersey",9073
2008-06-01,"New Jersey",5723
2008-07-01,"New Jersey",5242
2008-08-01,"New Jersey",5057
2008-09-01,"New Jersey",5086
2008-10-01,"New Jersey",12249
2008-11-01,"New Jersey",24556
2008-12-01,"New Jersey",35780
2009-01-01,"New Jersey",48896
2009-02-01,"New Jersey",33787
2009-03-01,"New Jersey",30448
2009-04-01,"New Jersey",15204
2009-05-01,"New Jersey",7442
2009-06-01,"New Jersey",6423
2009-07-01,"New Jersey",5302
2009-08-01,"New Jersey",5149
2009-09-01,"New Jersey",5214
2009-10-01,"New Jersey",12144
2009-11-01,"New Jersey",17955
2009-12-01,"New Jersey",38053
2010-01-01,"New Jersey",43536
2010-02-01,"New Jersey",37453
2010-03-01,"New Jersey",22975
2010-04-01,"New Jersey",11017
2010-05-01,"New Jersey",8093
2010-06-01,"New Jersey",5262
2010-07-01,"New Jersey",4510
2010-08-01,"New Jersey",4790
2010-09-01,"New Jersey",4639
2010-10-01,"New Jersey",9363
2010-11-01,"New Jersey",23528
2010-12-01,"New Jersey",43975
2011-01-01,"New Jersey",48881
2011-02-01,"New Jersey",35372
2011-03-01,"New Jersey",30676
2011-04-01,"New Jersey",15649
2011-05-01,"New Jersey",7831
2011-06-01,"New Jersey",6111
2011-07-01,"New Jersey",5540
2011-08-01,"New Jersey",4668
2011-09-01,"New Jersey",4920
2011-10-01,"New Jersey",8785
2011-11-01,"New Jersey",17569
2011-12-01,"New Jersey",27628
2012-01-01,"New Jersey",38527
2012-02-01,"New Jersey",30221
2012-03-01,"New Jersey",21637
2012-04-01,"New Jersey",15121
2012-05-01,"New Jersey",8417
2012-06-01,"New Jersey",5630
2012-07-01,"New Jersey",4836
2012-08-01,"New Jersey",4822
2012-09-01,"New Jersey",5000
2012-10-01,"New Jersey",8095
2012-11-01,"New Jersey",20129
2012-12-01,"New Jersey",28936
2013-01-01,"New Jersey",39912
2013-02-01,"New Jersey",37407
2013-03-01,"New Jersey",34257
2013-04-01,"New Jersey",20025
2013-05-01,"New Jersey",8898
2013-06-01,"New Jersey",6307
2013-07-01,"New Jersey",5088
2013-08-01,"New Jersey",4660
2013-09-01,"New Jersey",5035
2013-10-01,"New Jersey",8021
2013-11-01,"New Jersey",23199
2013-12-01,"New Jersey",33386
2014-01-01,"New Jersey",50138
2014-02-01,"New Jersey",44067
2014-03-01,"New Jersey",38911
2014-04-01,"New Jersey",18446
2014-05-01,"New Jersey",9581
2014-06-01,"New Jersey",6079
2014-07-01,"New Jersey",5388
2014-08-01,"New Jersey",4865
2014-09-01,"New Jersey",5091
2014-10-01,"New Jersey",8303
2014-11-01,"New Jersey",24417
2014-12-01,"New Jersey",32458
2015-01-01,"New Jersey",47059
2015-02-01,"New Jersey",50550
2015-03-01,"New Jersey",41241
2015-04-01,"New Jersey",21273
2015-05-01,"New Jersey",8995
2015-06-01,"New Jersey",6160
2015-07-01,"New Jersey",5481
2015-08-01,"New Jersey",4589
2015-09-01,"New Jersey",4507
2015-10-01,"New Jersey",8928
2015-11-01,"New Jersey",16145
2015-12-01,"New Jersey",22176
2016-01-01,"New Jersey",42724
2016-02-01,"New Jersey",34983
2016-03-01,"New Jersey",23954
2016-04-01,"New Jersey",17908
2016-05-01,"New Jersey",10809
2016-06-01,"New Jersey",6416
2016-07-01,"New Jersey",5739
2016-08-01,"New Jersey",4313
2016-09-01,"New Jersey",4706
2016-10-01,"New Jersey",8782
2016-11-01,"New Jersey",18709
2016-12-01,"New Jersey",36467
2017-01-01,"New Jersey",39766
2017-02-01,"New Jersey",30429
2017-03-01,"New Jersey",34082
2017-04-01,"New Jersey",14798
2017-05-01,"New Jersey",9356
2017-06-01,"New Jersey",6185
2017-07-01,"New Jersey",4857
2017-08-01,"New Jersey",4276
2017-09-01,"New Jersey",4338
2017-10-01,"New Jersey",8807
2017-11-01,"New Jersey",21619
2017-12-01,"New Jersey",43097
2018-01-01,"New Jersey",51148
2018-02-01,"New Jersey",31553
2018-03-01,"New Jersey",38286
2018-04-01,"New Jersey",23748
2018-05-01,"New Jersey",7904
2018-06-01,"New Jersey",6134
2018-07-01,"New Jersey",4944
2018-08-01,"New Jersey",4473
2018-09-01,"New Jersey",4872
2018-10-01,"New Jersey",11138
2018-11-01,"New Jersey",26587
2018-12-01,"New Jersey",36799
2019-01-01,"New Jersey",44555
2019-02-01,"New Jersey",38557
2019-03-01,"New Jersey",34457
2019-04-01,"New Jersey",14838
2019-05-01,"New Jersey",9825
2019-06-01,"New Jersey",6644
2019-07-01,"New Jersey",4900
2019-08-01,"New Jersey",4207
2019-09-01,"New Jersey",5000
2019-10-01,"New Jersey",8747
2019-11-01,"New Jersey",28230
2019-12-01,"New Jersey",39094
2020-01-01,"New Jersey",43677
2020-02-01,"New Jersey",30994
2020-03-01,"New Jersey",24118
2020-04-01,"New Jersey",20542
2020-05-01,"New Jersey",12651
2020-06-01,"New Jersey",6631
2020-07-01,"New Jersey",6385
2020-08-01,"New Jersey",4567
2020-09-01,"New Jersey",5312
2020-10-01,"New Jersey",8861
2020-11-01,"New Jersey",19768
2020-12-01,"New Jersey",38106
2021-01-01,"New Jersey",44224
2021-02-01,"New Jersey",41470
1989-01-01,"New Mexico",5623
1989-02-01,"New Mexico",4696
1989-03-01,"New Mexico",3345
1989-04-01,"New Mexico",1960
1989-05-01,"New Mexico",1111
1989-06-01,"New Mexico",910
1989-07-01,"New Mexico",829
1989-08-01,"New Mexico",734
1989-09-01,"New Mexico",765
1989-10-01,"New Mexico",899
1989-11-01,"New Mexico",1975
1989-12-01,"New Mexico",3746
1990-01-01,"New Mexico",5350
1990-02-01,"New Mexico",4743
1990-03-01,"New Mexico",3855
1990-04-01,"New Mexico",2541
1990-05-01,"New Mexico",1671
1990-06-01,"New Mexico",1043
1990-07-01,"New Mexico",795
1990-08-01,"New Mexico",755
1990-09-01,"New Mexico",811
1990-10-01,"New Mexico",947
1990-11-01,"New Mexico",1874
1990-12-01,"New Mexico",3762
1991-01-01,"New Mexico",5664
1991-02-01,"New Mexico",4784
1991-03-01,"New Mexico",3632
1991-04-01,"New Mexico",3030
1991-05-01,"New Mexico",1732
1991-06-01,"New Mexico",1079
1991-07-01,"New Mexico",880
1991-08-01,"New Mexico",778
1991-09-01,"New Mexico",811
1991-10-01,"New Mexico",1052
1991-11-01,"New Mexico",1926
1991-12-01,"New Mexico",4398
1992-01-01,"New Mexico",5968
1992-02-01,"New Mexico",5376
1992-03-01,"New Mexico",3842
1992-04-01,"New Mexico",2723
1992-05-01,"New Mexico",1514
1992-06-01,"New Mexico",1122
1992-07-01,"New Mexico",929
1992-08-01,"New Mexico",851
1992-09-01,"New Mexico",889
1992-10-01,"New Mexico",1033
1992-11-01,"New Mexico",1992
1992-12-01,"New Mexico",5194
1993-01-01,"New Mexico",5542
1993-02-01,"New Mexico",4610
1993-03-01,"New Mexico",3478
1993-04-01,"New Mexico",1890
1993-05-01,"New Mexico",979
1993-06-01,"New Mexico",442
1993-07-01,"New Mexico",964
1993-08-01,"New Mexico",849
1993-09-01,"New Mexico",929
1993-10-01,"New Mexico",2000
1993-11-01,"New Mexico",4358
1993-12-01,"New Mexico",5803
1994-01-01,"New Mexico",4824
1994-02-01,"New Mexico",4762
1994-03-01,"New Mexico",3326
1994-04-01,"New Mexico",2062
1994-05-01,"New Mexico",1070
1994-06-01,"New Mexico",957
1994-07-01,"New Mexico",909
1994-08-01,"New Mexico",805
1994-09-01,"New Mexico",872
1994-10-01,"New Mexico",2174
1994-11-01,"New Mexico",4024
1994-12-01,"New Mexico",5084
1995-01-01,"New Mexico",5335
1995-02-01,"New Mexico",3968
1995-03-01,"New Mexico",2699
1995-04-01,"New Mexico",2282
1995-05-01,"New Mexico",1734
1995-06-01,"New Mexico",1371
1995-07-01,"New Mexico",757
1995-08-01,"New Mexico",815
1995-09-01,"New Mexico",814
1995-10-01,"New Mexico",1319
1995-11-01,"New Mexico",3027
1995-12-01,"New Mexico",4649
1996-01-01,"New Mexico",7103
1996-02-01,"New Mexico",4620
1996-03-01,"New Mexico",3085
1996-04-01,"New Mexico",2586
1996-05-01,"New Mexico",610
1996-06-01,"New Mexico",1701
1996-07-01,"New Mexico",1623
1996-08-01,"New Mexico",836
1996-09-01,"New Mexico",844
1996-10-01,"New Mexico",1330
1996-11-01,"New Mexico",3689
1996-12-01,"New Mexico",5663
1997-01-01,"New Mexico",7369
1997-02-01,"New Mexico",5668
1997-03-01,"New Mexico",3836
1997-04-01,"New Mexico",1513
1997-05-01,"New Mexico",1965
1997-06-01,"New Mexico",239
1997-07-01,"New Mexico",820
1997-08-01,"New Mexico",849
1997-09-01,"New Mexico",836
1997-10-01,"New Mexico",1217
1997-11-01,"New Mexico",4095
1997-12-01,"New Mexico",8217
1998-01-01,"New Mexico",8001
1998-02-01,"New Mexico",4387
1998-03-01,"New Mexico",4776
1998-04-01,"New Mexico",2609
1998-05-01,"New Mexico",1279
1998-06-01,"New Mexico",286
1998-07-01,"New Mexico",828
1998-08-01,"New Mexico",846
1998-09-01,"New Mexico",841
1998-10-01,"New Mexico",1171
1998-11-01,"New Mexico",3552
1998-12-01,"New Mexico",7299
1999-01-01,"New Mexico",6485
1999-02-01,"New Mexico",4070
1999-03-01,"New Mexico",4413
1999-04-01,"New Mexico",2419
1999-05-01,"New Mexico",1642
1999-06-01,"New Mexico",1117
1999-07-01,"New Mexico",951
1999-08-01,"New Mexico",801
1999-09-01,"New Mexico",1024
1999-10-01,"New Mexico",2280
1999-11-01,"New Mexico",4083
1999-12-01,"New Mexico",6263
2000-01-01,"New Mexico",5161
2000-02-01,"New Mexico",4407
2000-03-01,"New Mexico",3424
2000-04-01,"New Mexico",3415
2000-05-01,"New Mexico",1149
2000-06-01,"New Mexico",1577
2000-07-01,"New Mexico",970
2000-08-01,"New Mexico",984
2000-09-01,"New Mexico",1217
2000-10-01,"New Mexico",2505
2000-11-01,"New Mexico",4663
2000-12-01,"New Mexico",6450
2001-01-01,"New Mexico",6597
2001-02-01,"New Mexico",6721
2001-03-01,"New Mexico",4911
2001-04-01,"New Mexico",3231
2001-05-01,"New Mexico",1849
2001-06-01,"New Mexico",1058
2001-07-01,"New Mexico",891
2001-08-01,"New Mexico",847
2001-09-01,"New Mexico",903
2001-10-01,"New Mexico",1112
2001-11-01,"New Mexico",1894
2001-12-01,"New Mexico",4737
2002-01-01,"New Mexico",6188
2002-02-01,"New Mexico",6169
2002-03-01,"New Mexico",4998
2002-04-01,"New Mexico",2675
2002-05-01,"New Mexico",1279
2002-06-01,"New Mexico",968
2002-07-01,"New Mexico",825
2002-08-01,"New Mexico",819
2002-09-01,"New Mexico",839
2002-10-01,"New Mexico",1150
2002-11-01,"New Mexico",2689
2002-12-01,"New Mexico",4901
2003-01-01,"New Mexico",6080
2003-02-01,"New Mexico",5069
2003-03-01,"New Mexico",4600
2003-04-01,"New Mexico",3078
2003-05-01,"New Mexico",1635
2003-06-01,"New Mexico",1009
2003-07-01,"New Mexico",835
2003-08-01,"New Mexico",754
2003-09-01,"New Mexico",815
2003-10-01,"New Mexico",976
2003-11-01,"New Mexico",2005
2003-12-01,"New Mexico",4766
2004-01-01,"New Mexico",6127
2004-02-01,"New Mexico",6200
2004-03-01,"New Mexico",5076
2004-04-01,"New Mexico",2634
2004-05-01,"New Mexico",1729
2004-06-01,"New Mexico",996
2004-07-01,"New Mexico",870
2004-08-01,"New Mexico",836
2004-09-01,"New Mexico",863
2004-10-01,"New Mexico",1203
2004-11-01,"New Mexico",2681
2004-12-01,"New Mexico",5124
2005-01-01,"New Mexico",5990
2005-02-01,"New Mexico",5440
2005-03-01,"New Mexico",4597
2005-04-01,"New Mexico",3655
2005-05-01,"New Mexico",1891
2005-06-01,"New Mexico",1070
2005-07-01,"New Mexico",880
2005-08-01,"New Mexico",827
2005-09-01,"New Mexico",869
2005-10-01,"New Mexico",1081
2005-11-01,"New Mexico",2100
2005-12-01,"New Mexico",4844
2006-01-01,"New Mexico",5103
2006-02-01,"New Mexico",5061
2006-03-01,"New Mexico",4165
2006-04-01,"New Mexico",2768
2006-05-01,"New Mexico",1313
2006-06-01,"New Mexico",943
2006-07-01,"New Mexico",831
2006-08-01,"New Mexico",820
2006-09-01,"New Mexico",887
2006-10-01,"New Mexico",1217
2006-11-01,"New Mexico",2470
2006-12-01,"New Mexico",4856
2007-01-01,"New Mexico",6769
2007-02-01,"New Mexico",6276
2007-03-01,"New Mexico",4802
2007-04-01,"New Mexico",2600
2007-05-01,"New Mexico",1892
2007-06-01,"New Mexico",1118
2007-07-01,"New Mexico",875
2007-08-01,"New Mexico",841
2007-09-01,"New Mexico",843
2007-10-01,"New Mexico",1073
2007-11-01,"New Mexico",1975
2007-12-01,"New Mexico",4406
2008-01-01,"New Mexico",6996
2008-02-01,"New Mexico",6524
2008-03-01,"New Mexico",4624
2008-04-01,"New Mexico",2810
2008-05-01,"New Mexico",1733
2008-06-01,"New Mexico",1109
2008-07-01,"New Mexico",876
2008-08-01,"New Mexico",803
2008-09-01,"New Mexico",863
2008-10-01,"New Mexico",1084
2008-11-01,"New Mexico",2219
2008-12-01,"New Mexico",4355
2009-01-01,"New Mexico",6015
2009-02-01,"New Mexico",4445
2009-03-01,"New Mexico",4123
2009-04-01,"New Mexico",3227
2009-05-01,"New Mexico",1749
2009-06-01,"New Mexico",1025
2009-07-01,"New Mexico",887
2009-08-01,"New Mexico",830
2009-09-01,"New Mexico",861
2009-10-01,"New Mexico",1211
2009-11-01,"New Mexico",2614
2009-12-01,"New Mexico",5418
2010-01-01,"New Mexico",6702
2010-02-01,"New Mexico",6297
2010-03-01,"New Mexico",5032
2010-04-01,"New Mexico",3400
2010-05-01,"New Mexico",1818
2010-06-01,"New Mexico",1081
2010-07-01,"New Mexico",837
2010-08-01,"New Mexico",817
2010-09-01,"New Mexico",828
2010-10-01,"New Mexico",1052
2010-11-01,"New Mexico",2355
2010-12-01,"New Mexico",5035
2011-01-01,"New Mexico",6501
2011-02-01,"New Mexico",6594
2011-03-01,"New Mexico",4217
2011-04-01,"New Mexico",2305
2011-05-01,"New Mexico",1641
2011-06-01,"New Mexico",1144
2011-07-01,"New Mexico",878
2011-08-01,"New Mexico",784
2011-09-01,"New Mexico",857
2011-10-01,"New Mexico",1187
2011-11-01,"New Mexico",2692
2011-12-01,"New Mexico",5501
2012-01-01,"New Mexico",6455
2012-02-01,"New Mexico",5360
2012-03-01,"New Mexico",3667
2012-04-01,"New Mexico",1775
2012-05-01,"New Mexico",1168
2012-06-01,"New Mexico",974
2012-07-01,"New Mexico",876
2012-08-01,"New Mexico",899
2012-09-01,"New Mexico",950
2012-10-01,"New Mexico",1368
2012-11-01,"New Mexico",3193
2012-12-01,"New Mexico",5831
2013-01-01,"New Mexico",7652
2013-02-01,"New Mexico",5625
2013-03-01,"New Mexico",3550
2013-04-01,"New Mexico",2146
2013-05-01,"New Mexico",1460
2013-06-01,"New Mexico",954
2013-07-01,"New Mexico",798
2013-08-01,"New Mexico",935
